Type,Username,Date,Text,Link,Reply_Count;;
POST,BiddokkesJateng,Tue Dec 02 07:04:24 +0000 2025,2 Desember 2025 Biddokkes Polda Jawa Tengah  Melaksanakan Giat Pemeriksaan Kesehatan Seleksi Sekolah Inspektur Polisi (SIP) Angkatan 55 dan 56 TA 2024. https://t.co/DIi1gExbgp,https://x.com/BiddokkesJateng/status/1995750881380499670,0;;
"POST,PolsekKaliorang,Tue Dec 02 06:13:33 +0000 2025,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/DG1gIf0ycz., bersama Panglima TNI Jenderal TNI Agus Subiyanto, S.E., https://t.co/DG1gIf0ycz., memimpin wisuda prajurit taruna Akademi TNI dan Bhayangkara Taruna Akpol di Magelang, Jawa Tengah, Jumat (28/11). . https://t.co/ptnF9gOm1R"",https://x.com/PolsekKaliorang/status/1995738088459374936,0";;
"POST,tribunjateng,Mon Dec 01 11:23:35 +0000 2025,""Kepala Desa Bedono Demak Berinisial AS Digerebek Warga Diduga Selingkuh, Polisi: Salah Paham https://t.co/yjEjBDYIl4"",https://x.com/tribunjateng/status/1995453722223054931,0";;
"POST,tribunjateng,Mon Dec 01 11:03:24 +0000 2025,""Sindikat Pemerasan di Banyumas, Pelaku Nyaru Polisi, Korban Dipaksa Akui Jadi Bandar  https://t.co/zwOFDM2Uy7"",https://x.com/tribunjateng/status/1995448641666830720,0";;
"POST,PolairJateng,Mon Dec 01 09:12:52 +0000 2025,""Giat laporan POLISI PENOLONG KP.IX-1008 ( Kendal ) Dit Polairud Polda Jateng.   - Nama: AIPDA EKO PUDJIANTO  - Hari / Waktu : Senin, 01 Desember 2025, Pukul 01.30 Wib. - Tempat : Dermaga Kapal perikanan Bandengan, Kel. Bandengan, Kec. Kendal Kota, Kab. Kendal. - Uraian : Aipda https://t.co/QfWiQTPDUi"",https://x.com/PolairJateng/status/1995420826708156812,0";;
"POST,kompascom,Mon Dec 01 05:30:48 +0000 2025,""Potensi kemacetan di sekitar exit tol Prambanan, Kabupaten Sleman, Jawa Tengah, jelang libur Natal 2025 dan Tahun Baru 2026 membuat Korlantas Polri menyiapkan rekayasa jalur sejak jauh hari.  Baca Selengkapnya 👇🏻 https://t.co/ohp4XUNSyf   ~NA #Nataru2025 #RekayasaLalin #Polri https://t.co/N4LuMotoTy"",https://x.com/kompascom/status/1995364940518166875,1";;
"POST,KompasOtomotif,Mon Dec 01 05:20:28 +0000 2025,""Potensi kemacetan di sekitar exit tol Prambanan, Kabupaten Sleman, Jawa Tengah, jelang libur Natal 2025 dan Tahun Baru 2026 membuat Korlantas Polri menyiapkan rekayasa jalur sejak jauh hari.  Baca Selengkapnya 👇🏻 https://t.co/M1UBgG8WMK   ~NA #Nataru2025 #RekayasaLalin #Polri https://t.co/JX93m2HJMK"",https://x.com/KompasOtomotif/status/1995362338107806132,0";;
POST,tarja45601,Mon Dec 01 00:24:30 +0000 2025,#Polri #Polisi #Polres-grobogan #Kapolres-grobogan @Polda-jateng @Bidpropam_polda_jateng @PolriUntukMasyakat https://t.co/4fVWB7TDKa,https://x.com/tarja45601/status/1995287858828251494,0;;
"POST,DivHumas_Polri,Sun Nov 30 08:12:24 +0000 2025,""Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, M. Si., bersama Panglima TNI Jenderal TNI Agus Subiyanto, S.E., M. Si., memimpin wisuda prajurit taruna Akademi TNI dan Bhayangkara Taruna Akpol di Magelang, Jawa Tengah, Jumat (28/11). Kapolri menegaskan bahwa sinergi TNI–Polri https://t.co/q1Pj6zSibC"",https://x.com/DivHumas_Polri/status/1995043222146748716,41";;
POST,didiek_murdock,Sat Nov 29 17:07:57 +0000 2025,:: Masih percaya POLISI.? Coba tanyakan ke warga Wadas Jawa Tengah. Tanah warisan leluhur yg sdh lama ditempati diambil paksa demi proyek Andesit tanpa ganti rugi. Melawan.? Maka aparat akan menghajarmu.! Inilah INDONESIA kita sekarang.  Diam ditindas atau Bangkit Melawan.? •• https://t.co/TIH8G1OO2U,https://x.com/didiek_murdock/status/1994815606038958378,3;;
"POST,poldajateng_,Fri Nov 28 13:09:51 +0000 2025,""Momen haru anggota Polisi Polda Jateng yang telah selesai melaksanakan tugas membantu evakuasi korban bencana tanah longsor di Dusun Situkung Desa Pandanarum Kec pandanarum Kab Banjarnegara.  Selamat tinggal, ini bukanlah akhir dari segalanya, tapi awal https://t.co/ejX2vicMMU"",https://x.com/poldajateng_/status/1994393298786816016,2";;
POST,tarja45601,Fri Nov 28 02:55:28 +0000 2025,#Polri #Polisi #Polres-grobogan #Kapolres-grobogan @Polda-jateng @Bidpropam_polda_jateng @PolriUntukMasyakat https://t.co/54ZUKyffcR,https://x.com/tarja45601/status/1994238686150508955,0;;
POST,RonaJateng5,Thu Nov 27 06:31:51 +0000 2025,Polisi Tangkap Pembuat Rekening Bodong di Bank Jateng yang Pakai Data Orang Lain https://t.co/excLcmG9Gj,https://x.com/RonaJateng5/status/1993930754255106280,0;;
"POST,tarja45601,Thu Nov 27 02:57:05 +0000 2025,""Polsek Geyer Polres Grobogan  Polda Jateng.  guna meningkatkan kedisiplinan serta menjaga marwah institusi, Polsek Geyer Polres Grobogan menggelar Operasi Penegakan dan Penertiban Disiplin (Gaktibplin) kepada seluruh personel, bertempat di Mako Polsek Geyer.  #Polri #Polisi https://t.co/BVUno6ftPk"",https://x.com/tarja45601/status/1993876705984041339,0";;
"POST,RonaJateng5,Wed Nov 26 16:10:15 +0000 2025,""Ramp Check di Demak, Polisi Pastikan Kendaraan dan Pengemudi Layak Jalan https://t.co/BOuu87DTPN"",https://x.com/RonaJateng5/status/1993713923313525144,0";;
"POST,hariankompas,Wed Nov 26 13:42:38 +0000 2025,""Kasus kematian DLL alias Levi, dosen Untag Semarang, naik statusnya dari penyelidikan menjadi penyidikan. Polisi meyakini ada dugaan kelalaian dalam kematian itu. #Kriminalitas #AdadiKompas  https://t.co/xgvk49ylIH"",https://x.com/hariankompas/status/1993676773008044161,1";;
"POST,KompasData,Wed Nov 26 13:41:09 +0000 2025,""Kasus kematian DLL alias Levi, dosen Untag Semarang, naik statusnya dari penyelidikan menjadi penyidikan. Polisi meyakini ada dugaan kelalaian dalam kematian itu. #Kriminalitas #AdadiKompas  https://t.co/lRaTuSxQnP"",https://x.com/KompasData/status/1993676402021830687,0";;
"POST,PolairJateng,Wed Nov 26 10:27:36 +0000 2025,""Kapal Polisi IX-1015  Binmas dan Himbauan tentang Sosialisasi pencegahan terjadinya kebakaran kapal.  Komandan KP IX-1015 Dit PolAirud Polda Jateng, Aipda Wahyoe Tri P #Arnavatdarphamahe#Salampresisi#infopoldajateng#poldajateng#polairud#BimasNelayan https://t.co/AQ6TA4xZ7o"",https://x.com/PolairJateng/status/1993627694643466440,0";;
POST,Polsekpucakwan1,Wed Nov 26 09:34:24 +0000 2025,Begini adab para Polisi yang bertugas pasca pertolongan dan penyelamatan warga terdampak bencana Pandanarum Banjarnegara Jawa Tengah.  #PolriUntukMasyarakat #PolriTanggapBencana https://t.co/gCXe4Ac4na,https://x.com/Polsekpucakwan1/status/1993614306823557495,0;;
"POST,PolairJateng,Wed Nov 26 08:37:11 +0000 2025,""Giat laporan POLISI PENOLONG KP.IX-1008 ( Kendal ) Dit Polairud Polda Jateng.   - Nama: AIPDA EKO PUDJIANTO dan BRIPDA GATOT SUSILO - Hari / Waktu : Rabuu, 26 November 2025, pukul 11.30 Wib. - Tempat : SPBN Bandengan, Kel. Bandengan, Kec. Kendal Kota, Kab. Kendal. - U licin. https://t.co/ZirciIwBTO"",https://x.com/PolairJateng/status/1993599906758455659,0";;
